file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\Git_Projects\vertx-examples\micrometer-metrics-examples\src\main\java\io\vertx\example\micrometer\verticles\EventbusConsumer.java,io.vertx.example.micrometer.verticles.EventbusConsumer,class,2,6,4,2,1,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,1,1,3,1,0,0,2,9,1,0
E:\Git_Projects\vertx-examples\rxjava-3-examples\src\main\java\io\vertx\example\rxjava3\http\client\simple\Client.java,io.vertx.example.rxjava3.http.client.simple.Client,class,5,6,1,5,3,2,0,12,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,0,0,6,2,2,2,5,2,0,0,3,17,1,0
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\future\ComposeExample.java,io.vertx.example.core.future.ComposeExample,class,4,5,1,4,5,2,0,14,6,0.0,0.0,0.0,4,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,5,2,3,2,6,2,0,0,3,24,1,0
E:\Git_Projects\vertx-examples\core-examples\src\main\java\io\vertx\example\core\eventbus\messagecodec\LocalReceiver.java,io.vertx.example.core.eventbus.messagecodec.LocalReceiver,class,3,4,1,3,1,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,1,3,1,4,1,0,0,1,21,1,0
E:\Git_Projects\vertx-examples\shell-examples\src\main\java\io\vertx\example\shell\echokeyboard\EchoKeyboardCommand.java,io.vertx.example.shell.echokeyboard.EchoKeyboardCommand,class,7,8,1,7,3,2,0,20,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,3,1,3,0,7,2,1,0,4,26,1,0
E:\Git_Projects\vertx-examples\grpc-examples\src\main\java\io\vertx\example\grpc\pingpong\Client.java,io.vertx.example.grpc.pingpong.Client,class,3,4,1,3,2,2,0,16,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,1,1,1,3,1,0,0,2,13,1,0
E:\Git_Projects\vertx-examples\grpc-examples\src\main\java\io\vertx\example\grpc\ssl\Client.java,io.vertx.example.grpc.ssl.Client,class,5,5,0,5,2,2,0,21,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,6,1,2,1,4,1,0,0,2,18,1,0
E:\Git_Projects\vertx-examples\grpc-examples\src\main\java\io\vertx\example\grpc\pingpong\Server.java,io.vertx.example.grpc.pingpong.Server$Anonymous1,anonymous,3,3,0,3,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-1,0
E:\Git_Projects\vertx-examples\rxjava-3-examples\src\main\java\io\vertx\example\rxjava3\web\realtime\Server.java,io.vertx.example.rxjava3.web.realtime.Server,class,5,6,1,5,2,2,0,20,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,2,3,0,6,2,0,0,3,24,1,0
E:\Git_Projects\vertx-examples\web-examples\src\main\java\io\vertx\example\web\form\Server.java,io.vertx.example.web.form.Server,class,3,4,1,3,2,2,0,15,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,1,1,2,3,1,0,0,2,24,1,0
E:\Git_Projects\vertx-examples\shell-examples\src\main\java\io\vertx\example\shell\top\TopCommand.java,io.vertx.example.shell.top.TopCommand$Anonymous1,anonymous,2,2,0,2,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
E:\Git_Projects\vertx-examples\grpc-examples\src\main\java\io\vertx\example\grpc\conversation\Server.java,io.vertx.example.grpc.conversation.Server,class,3,4,1,3,2,2,0,16,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,2,1,0,4,2,0,0,3,11,1,0
E:\Git_Projects\vertx-examples\rxjava-3-examples\src\main\java\io\vertx\example\rxjava3\net\greeter\Client.java,io.vertx.example.rxjava3.net.greeter.Client,class,4,5,1,4,3,2,0,18,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,12,1,2,3,7,3,0,0,5,19,1,0
E:\Git_Projects\vertx-examples\sql-client-examples\src\main\java\io\vertx\example\sqlclient\template_mapping\User.java,io.vertx.example.sqlclient.template_mapping.User,class,6,7,1,6,9,1,0,1,18,0.6666667,0.25,0.5833333,9,0,9,0,0,0,9,0,0,0,3,0,0,3,0,0,0,0,0,34,7,0,0,0,0,4,0,3,2,3,0,0,0,0,28,1,0
